Year,Player,Age,Hometown,Home State,Tm,FantPos,FantPt,Height (inches),Weight,College,DOB,Draft Round,Draft Year,Wonderlic,40 Yard,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone
2007,Jerome Mathis,24,Petersburg,VA,HOU,WR,2,12,181,Hampton,7/26/1983,4,2005,0,4.26,0,35.5,123,0,0
2011,Alex Green,23,Portland,OR,GNB,RB,2,73,220,Hawaii,6/23/1988,3,2011,0,4.45,20,34,114,4.15,6.91
2010,Reagan Maui'a,26,0,,ARI,RB,2,73,260,Hawaii,1/0/1900,6,2007,0,0,0,0,0,0,0
2010,Kareem Huggins,24,Irvington,NJ,TAM,RB,2,69,198,Hofstra,5/24/1986,0,0,0,0,0,0,0,0,0
2009,Jackie Battle,26,Houston,TX,KAN,RB,2,74,238,Houston,10/1/1983,0,0,0,0,0,0,0,0,0
1999,Jermaine Williams,26,Greenville,NC,OAK,RB,2,71,235,Houston,8/14/1973,0,0,0,0,0,0,0,0,0
2002,Yo Murphy,29,San Pedro,CA,STL,WR,2,70,187,Idaho,5/11/1973,0,0,0,0,0,0,0,0,0
2009,Carey Davis,28,St. Louis,MO,PIT,RB,2,70,225,Illinois,3/27/1981,0,0,0,0,0,0,0,0,0
2006,Fred Wakefield,28,Tuscola,IL,ARI,TE,2,79,288,Illinois,9/17/1978,0,0,0,5.09,26,28,108,4.64,7.49
2008,Jameel Cook,29,Miami,FL,TAM,RB,2,70,237,Illinois,2/8/1979,6,2001,0,4.8,17,29.5,108,4.38,7.55
2009,Jason Davis,26,St. Louis,MO,CLE,RB,2,70,245,Illinois,11/2/1983,0,0,0,0,0,0,0,0,0
2004,Matt Cushing,29,South Bend,IN,PIT,TE,2,76,255,Illinois,7/2/1975,0,0,0,0,0,0,0,0,0
2000,Matt Cushing,25,South Bend,IN,PIT,TE,2,76,255,Illinois,7/2/1975,0,0,0,0,0,0,0,0,0
2006,Walter Young,27,Park Forest,IL,PIT,WR,2,77,214,Illinois,12/7/1979,7,2003,0,4.54,0,39,121,4.25,6.9
2009,Brandon Myers,24,Prairie City,IA,OAK,TE,2,76,250,Iowa,9/4/1985,6,2009,0,0,0,0,0,0,0
2003,Kevin Kasper,26,Hinsdale,IL,ARI,WR,2,73,197,Iowa,12/23/1977,6,2001,0,4.42,43.5,43.5,126,3.73,6.56
2012,Dezmon Briscoe,23,Dallas,TX,WAS,WR,2,75,200,Kansas,7/18/1900,6,2010,0,4.66,9,33,115,4.57,7.1
2010,Moran Norris,32,Houston,TX,SFO,RB,2,73,250,Kansas,6/16/1978,4,2001,0,4.63,37,31,114,4.5,7.56
2008,Moran Norris,30,Houston,TX,DET,RB,2,73,250,Kansas,6/16/1978,4,2001,0,4.63,37,31,114,4.5,7.56
2006,Rock Cartwright,27,Conroe,TX,WAS,RB,2,67,223,Kansas St.,12/3/1979,7,2002,0,4.47,30,35,116,4.25,7.18
2011,Thomas Clayton,27,Alexandria,VA,CLE,RB,2,12,225,Kansas St.,4/26/1984,0,0,0,4.63,23,36.5,121,0,0
2010,Thomas Clayton,26,Alexandria,VA,2TM,RB,2,71,225,Kansas St.,4/26/1984,0,0,0,4.63,23,36.5,121,0,0
2012,Alfonso Smith,25,San Bernardino,CA,ARI,RB,2,73,208,Kentucky,7/26/1900,0,0,0,0,0,0,0,0,0
2005,Alan Ricard,28,Independence,LA,BAL,RB,2,71,237,La-Monroe,1/17/1977,0,0,0,0,0,0,0,0,0
2004,Doug Pederson,36,Bellingham,WA,GNB,QB,2,75,220,La-Monroe,1/31/1968,0,0,0,0,0,0,0,0,0
1999,Rabih Abdullah,24,Martinsville,VA,TAM,RB,2,73,220,Lehigh,4/27/1975,0,0,0,0,0,0,0,0,0
2008,Luke McCown,27,Jacksonville,TX,TAM,QB,2,75,0,Louisiana Tech,7/12/1981,4,2004,24,4.71,0,37.5,125,4.28,6.75
2005,Troy Edwards,28,Shreveport,LA,DET,WR,2,70,191,Louisiana Tech,4/7/1977,1,1999,0,4.57,0,36.5,118,4.16,7.37
2009,Brian Brohm,24,Louisville,KY,BUF,QB,2,75,227,Louisville,9/23/1985,2,2008,32,4.81,0,30,115,4.55,7.13
2011,Brock Bolen,26,Germantown,OH,JAX,RB,2,73,238,Louisville,3/24/1985,0,0,0,0,0,0,0,0,0
2010,Brock Bolen,25,Germantown,OH,JAX,RB,2,73,238,Louisville,3/24/1985,0,0,0,0,0,0,0,0,0
2005,Richard Owens,25,Gainesville,FL,MIN,TE,2,76,273,Louisville,11/4/1980,0,0,0,0,0,0,0,0,0
2006,LaBrandon Toefield,26,Independence,LA,JAX,RB,2,71,232,LSU,9/24/1980,4,2003,0,4.6,19,0,0,0,0
2012,Matt Flynn,27,Tyler,TX,SEA,QB,2,74,0,LSU,1/0/1900,7,2008,38,4.79,0,28,109,4.34,7.21
2010,Michael Clayton,28,Baton Rouge,LA,NYG,WR,2,76,197,LSU,10/13/1982,1,2004,0,4.67,0,32.5,116,4.15,6.79
2004,Rohan Davey,26,Clarendon,Jamaica,NWE,QB,2,74,245,LSU,4/14/1978,4,2002,17,4.74,0,25.5,0,0,0
2010,Byron Leftwich,30,Washington,DC,PIT,QB,2,77,0,Marshall,1/14/1980,1,2003,25,5.1,0,0,0,0,0
2005,Darius Watts,24,Atlanta,GA,DEN,WR,2,74,190,Marshall,12/19/1981,2,2004,0,0,0,0,0,0,0
2008,Jeff Dugan,27,Allison Park,PA,MIN,TE,2,76,261,Maryland,4/8/1981,7,2004,0,5,21,28,109,4.4,7.43
2003,Nick Luchey,26,Royal Oak,MI,GNB,RB,2,74,270,Miami (FL),3/30/1977,5,1999,0,0,0,0,0,0,0
2011,Roscoe Parrish,29,Miami,FL,BUF,WR,2,12,168,Miami (FL),7/16/1982,2,2005,0,4.37,0,0,0,0,0
2012,Jake O'Connell,27,Naples,FL,KAN,TE,2,76,255,Miami (OH),9/11/1900,7,2009,0,0,0,0,0,0,0
2011,Clyde Gates,25,Vernon,TX,MIA,WR,2,12,189,Miami Dolphins,6/13/1986,4,0,0,0,0,0,0,0,0
2004,Todd Collins,33,Walpole,MA,KAN,QB,2,76,225,Michigan,11/5/1971,2,1995,0,0,0,0,0,0,0
2003,Todd Collins,32,Walpole,MA,KAN,QB,2,76,0,Michigan,11/5/1971,2,1995,0,0,0,0,0,0,0
2001,Todd Collins,30,Walpole,MA,KAN,QB,2,76,225,Michigan,11/5/1971,2,1995,0,0,0,0,0,0,0
1999,Ty Hallock,28,Grand Rapids,MI,CHI,RB,2,74,252,Michigan St.,4/30/1971,7,1993,0,0,0,0,0,0,0
2005,ReShard Lee,25,Brunswick,GA,GNB,RB,2,70,220,Middle Tenn. St.,10/12/1980,0,0,0,0,0,0,0,0,0
2007,Gary Russell,21,Columbus,OH,PIT,RB,2,12,205,Minnesota,9/8/1986,0,0,0,4.77,9,31.5,113,4.54,0
2004,Fred McCrary,32,Naples,FL,ATL,RB,2,73,247,Mississippi St.,9/19/1972,6,1995,0,0,0,0,0,0,0
2003,Fred McCrary,31,Naples,FL,NWE,RB,2,73,247,Mississippi St.,9/19/1972,6,1995,0,0,0,0,0,0,0
2010,Jerious Norwood,27,Jackson,MS,ATL,RB,2,73,205,Mississippi St.,7/29/1983,3,2006,0,4.4,15,36.5,122,4.26,6.81
2012,Chase Daniel,26,Irving,TX,NOR,QB,2,73,0,Missouri,1/0/1900,0,0,0,4.79,0,33,0,4.31,7.28
2010,Chase Daniel,24,Irving,TX,NOR,QB,2,73,0,Missouri,10/7/1986,0,0,0,4.79,0,33,0,4.31,7.28
2008,Martin Rucker,23,St. Joseph,MO,CLE,TE,2,77,238,Missouri,5/4/1985,4,2008,0,0,0,0,0,0,0
2005,Jimmy Farris,27,Lewiston,ID,WAS,WR,2,73,200,Montana,4/13/1978,0,0,0,0,0,0,0,0,0
2007,Justin Green,25,San Diego,CA,BAL,RB,2,12,250,Montana,4/30/1982,5,2005,0,4.84,23,31,109,4.22,7.26
2006,Justin Green,24,San Diego,CA,BAL,RB,2,71,250,Montana,4/30/1982,5,2005,0,4.84,23,31,109,4.22,7.26
2009,Kyle Eckel,28,Philadelphia,PA,NOR,RB,2,71,237,Navy,12/30/1981,0,0,0,0,0,0,0,0,0
2011,Virgil Green,23,Tulare Union,CA,DEN,TE,2,12,0,Nevada-Reno,8/3/1988,7,2011,0,4.54,23,42.5,130,4.4,6.9
2009,Dan Kreider,32,Lancaster,PA,ARI,RB,2,71,255,New Hampshire,3/11/1977,0,0,0,0,0,0,0,0,0
2007,Dan Kreider,30,Lancaster,PA,PIT,RB,2,12,255,New Hampshire,3/11/1977,0,0,0,0,0,0,0,0,0
2010,Hank Baskett,28,Clovis,NM,2TM,WR,2,74,220,New Mexico,9/4/1982,0,0,0,4.5,0,35,119,4.22,6.8
2009,Wallace Wright,25,Fayetteville,NC,NYJ,WR,2,73,191,North Carolina,2/1/1984,0,0,0,0,0,0,0,0,0
2001,Alvis Whitted,27,Durham,NC,JAX,WR,2,73,185,North Carolina St.,9/4/1974,7,1998,0,0,0,0,0,0,0
2001,Chris Coleman,24,Shelby,NC,TEN,WR,2,73,202,North Carolina St.,5/8/1977,0,0,0,4.61,32.5,32.5,110,4.1,6.79
2006,Chad Mustard,29,Central City,NE,DEN,TE,2,78,288,North Dakota,10/8/1977,0,0,0,0,0,0,0,0,0
2004,Jim Kleinsasser,27,Carrington,ND,MIN,TE,2,75,272,North Dakota,1/31/1977,2,0,0,4.79,18,34.5,114,4.33,7.24
2004,Dedric Ward,30,Cedar Rapids,IA,DAL,WR,2,69,187,Northern Iowa,9/29/1974,3,0,0,0,0,0,0,0,0
2005,Ronnie Cruz,24,Long Beach,CA,KAN,RB,2,73,237,Northern State Univ.,6/11/1981,0,0,0,0,0,0,0,0,0
1999,D'Wayne Bates,24,Aiken,SC,CHI,WR,2,74,212,Northwestern,12/4/1975,3,1999,0,4.59,37,37,117,4.24,7.25
2013,Jeremy Ebert,24,0,,JAX,WR,2,71,200,Northwestern,1/0/1900,7,2012,0,0,0,0,0,0,0
2007,Brady Quinn,23,Columbus,OH,CLE,QB,2,76,232,Notre Dame,10/27/1984,1,2007,29,4.73,24,0,0,0,0
2009,John Owens,29,Washington,DC,SEA,TE,2,75,266,Notre Dame,1/10/1980,5,2002,0,4.77,21,38.5,117,0,0
1999,Malcolm Johnson,22,Washington,DC,PIT,WR,2,77,215,Notre Dame,8/27/1977,5,1999,0,0,0,0,0,0,0
1999,Pete Chryplewicz,25,Detroit,MI,DET,TE,2,77,253,Notre Dame,4/27/1974,5,1997,0,0,0,0,0,0,0
2009,Xavier Omon,24,San Diego,CA,BUF,RB,2,71,226,NW Missouri St.,2/15/1985,6,0,0,4.52,17,31,112,0,0
2004,Jamar Martin,24,Canton,OH,MIA,RB,2,71,256,Ohio St.,4/12/1980,4,2002,0,4.89,23,32,108,4.34,7.53
2003,Jamar Martin,23,Canton,OH,DAL,RB,2,71,256,Ohio St.,4/12/1980,4,2002,0,4.89,32,32,108,4.34,7.53
2002,Joe Montgomery,26,Robbins,IL,CAR,RB,2,70,230,Ohio St.,6/8/1976,2,1999,0,4.63,0,0,0,4.22,7.1
2009,Brandon Jones,27,Texarkana,TX,SFO,WR,2,73,208,Oklahoma,10/6/1982,3,2005,0,4.42,0,37,114,4.1,7.03
2008,Malcolm Kelly,22,Longview,TX,WAS,WR,2,76,218,Oklahoma,12/30/1986,2,2008,0,0,0,0,0,0,0
2003,Stephen Alexander,28,Chickasha,OK,SDG,TE,2,76,246,Oklahoma,11/7/1975,2,1998,0,0,0,0,0,0,0
2011,Justin Peelle,32,Fresno,CA,SFO,WR,2,76,255,Oregon,3/15/1979,4,2002,0,4.75,21,29,110,4.29,7.34
2002,Justin Peelle,23,Fresno,CA,SDG,TE,2,76,255,Oregon,3/15/1979,4,2002,0,4.75,29,29,110,4.29,7.34
2012,Derek Anderson,29,Portland,OR,CAR,QB,2,78,0,Oregon St.,1/0/1900,6,2005,23,5.03,0,29,103,4.67,7.67
2005,Tim Euhus,25,Eugene,OR,BUF,TE,2,77,247,Oregon St.,10/2/1980,4,2004,0,4.93,25,34.5,115,4.13,6.99
2009,John Gilmore,30,Marquette,MI,TAM,TE,2,76,260,Penn St.,9/21/1979,6,2002,0,0,0,0,0,0,0
2004,Ki-Jana Carter,31,Westerville,OH,NOR,RB,2,70,222,Penn St.,9/12/1973,1,1995,0,0,0,0,0,0,0
2003,Omar Easy,26,Spanish Town,Jamaica,KAN,RB,2,74,245,Penn St.,10/29/1977,4,2002,0,4.53,40,40,123,4.12,7.25
2008,Sean McHugh,26,Springfield,MA,PIT,RB,2,77,265,Penn St.,5/27/1982,7,2004,0,4.92,18,29,115,4.09,7.37
2003,Darnell Dinkins,26,Pittsburgh,PA,NYG,TE,2,75,255,Pittsburgh,1/20/1977,0,0,0,0,0,0,0,0,0
2004,Dave Moore,35,Morristown,NJ,TAM,TE,2,74,250,Pittsburgh,11/11/1969,7,1992,0,0,0,0,0,0,0
2001,Kirk McMullen,24,Imperial,PA,CIN,TE,2,76,255,Pittsburgh,7/19/1977,0,0,0,0,0,0,0,0,0
2013,Ray Graham,23,0,,2TM,RB,2,69,199,Pittsburgh,1/0/1900,0,0,0,4.8,18,32.5,112,4.21,7.17
2010,Tyler Palko,27,Imperial,PA,KAN,QB,2,73,0,Pittsburgh,8/9/1983,0,0,18,4.83,0,31.5,112,4.36,7.05
1999,Eddie Watson,23,New Orleans,LA,PHI,RB,2,73,229,Purdue,9/29/1976,7,1998,0,0,0,0,0,0,0
2011,Josh Vaughan,25,Portsmouth,VA,CAR,RB,2,73,232,Richmond,12/3/1986,0,0,0,0,0,0,0,0,0
2006,Darian Barnes,26,Toms River,NJ,MIA,RB,2,74,250,Rutgers,2/29/1980,0,0,0,0,0,0,0,0,0
2013,Josh Johnson,27,Oakland,CA,CIN,QB,2,75,198,#REF!,5/15/1986,5,2008,0,4.65,16,35,114,4.25,6.99
2011,Brett Swain,26,Asheville,NC,SFO,WR,2,73,200,San Diego St.,6/21/1985,7,2008,0,0,0,0,0,0,0
1999,George Jones,26,Greenville,SC,CLE,RB,2,69,204,San Diego St.,12/31/1973,5,1997,0,0,0,0,0,0,0
2006,Jeff Webb,24,Pontiac,MI,KAN,WR,2,74,200,San Diego St.,1/31/1982,6,2006,0,4.4,0,36,126,4.08,6.81
2013,Kassim Osgood,33,Boston,MA,SFO,WR,2,77,209,#REF!,5/20/1980,0,0,0,4.68,0,31,122,4.44,7.19
2009,Kassim Osgood,29,Boston,MA,SDG,WR,2,77,209,San Diego St.,5/20/1980,0,0,0,4.68,0,31,122,4.44,7.19
2007,Kassim Osgood,27,Boston,MA,SDG,WR,2,77,209,San Diego St.,5/20/1980,0,0,0,4.68,0,31,122,4.44,7.19
2000,Will Blackwell,25,Texarkana,TX,PIT,WR,2,73,190,San Diego St.,7/9/1975,0,1997,0,0,0,0,0,0,0
2006,Josh McCown,27,Jacksonville,TX,DET,QB,2,76,0,SMU,7/4/1979,3,2002,30,4.59,0,38.5,120,3.9,6.85
2012,Weslye Saunders,23,Durham,NC,IND,TE,2,77,270,South Carolina,9/26/1900,0,0,0,4.82,19,33.5,0,0,0
2005,Jamel White,28,Los Angeles,CA,BAL,RB,2,69,222,South Dakota,2/11/1977,0,0,0,0,0,0,0,0,0
2004,Vick King,24,Houma,LA,MIA,RB,2,70,215,Southern,2/4/1980,0,0,0,0,0,0,0,0,0
2000,Harold Shaw,26,Magee,MS,NWE,RB,2,73,228,Southern Miss,9/3/1974,0,1998,0,0,0,0,0,0,0
2005,Brett Pierce,24,Vancouver,WA,DAL,TE,2,77,250,Stanford,1/7/1981,0,0,0,4.95,19,27,103,4.39,7.15
2012,Chris Owusu,22,Westlake Village,CA,TAM,WR,2,73,195,Stanford,7/13/1900,0,0,0,4.31,19,40.5,129,4.11,6.85
2012,Jim Dray,26,Paramus,NJ,ARI,TE,2,77,253,Stanford,9/9/1900,7,2010,0,4.82,17,0,0,0,0
2004,Kerry Carter,24,Port of Spain,Trinidad,SEA,RB,2,73,238,Stanford,12/19/1980,0,0,0,4.61,20,36,118,4.39,7.29
2000,Ryan Wetnight,30,Fresno,CA,GNB,TE,2,74,235,Stanford,11/5/1970,0,0,0,0,0,0,0,0,0
2004,Johnnie Morant,23,Newark,NJ,OAK,WR,2,76,229,Syracuse,12/7/1981,5,2004,0,4.51,0,41,130,4.26,7.35
2005,Roland Williams,30,Rochester,NY,STL,TE,2,77,265,Syracuse,4/27/1975,4,1998,0,0,0,0,0,0,0
2003,Adrian Madise,23,Lancaster,TX,DEN,WR,2,71,215,TCU,3/23/1980,5,2003,0,4.49,32,32,119,4.26,7.32
2003,George Layne,25,Alvin,TX,ATL,RB,2,71,250,TCU,10/9/1978,4,2001,0,4.59,32,32,115,4.19,7.08
2002,George Layne,24,Alvin,TX,ATL,RB,2,71,250,TCU,10/9/1978,4,2001,0,4.59,32,32,115,4.19,7.08
2012,Evan Rodriguez,24,Bronx,NY,CHI,RB,2,73,242,Temple,8/29/1900,4,2012,0,4.53,18,36,119,4.28,6.94
2001,Phillip Crosby,25,Bessemer City,NC,BUF,RB,2,73,242,Tennessee,11/5/1976,0,0,0,0,0,0,0,0,0
2001,Curtis Jackson,28,Fort Worth,TX,NWE,WR,2,70,190,Texas,9/22/1973,0,0,0,0,0,0,0,0,0
2011,David Thomas,28,Plainview,TX,NOR,TE,2,75,240,Texas,7/5/1983,3,2006,0,4.67,19,37.5,113,4.35,7.07
2001,Eric Metcalf,33,Seattle,WA,WAS,WR,2,70,188,Texas,1/23/1968,1,1989,0,0,0,0,0,0,0
2007,Ricky Williams,30,San Diego,CA,MIA,RB,2,12,226,Texas,5/21/1977,1,1999,0,4.47,19,32.5,110,0,0
2008,Dan Campbell,32,Clifton,TX,DET,TE,2,77,263,Texas A&M,4/13/1976,3,1999,0,4.85,25,36,121,4.07,7
2004,Dan Campbell,28,Clifton,TX,DAL,TE,2,77,263,Texas A&M,4/13/1976,3,1999,0,4.85,25,36,121,4.07,7
2005,Cortez Hankton,24,New Orleans,LA,JAX,WR,2,73,200,Texas Southern,1/20/1981,0,0,0,0,0,0,0,0,0
2006,Chris Francies,24,Houston,TX,GNB,WR,2,73,193,Texas-El Paso,7/26/1982,0,0,0,0,0,0,0,0,0
2003,Lee Mays,25,Houston,TX,PIT,WR,2,74,200,Texas-El Paso,9/18/1978,6,2002,0,4.55,32.5,32.5,119,4.17,7.06
2002,Travis Jervey,30,Columbia,SC,ATL,RB,2,73,222,The Citadel,5/5/1972,5,1995,0,0,0,0,0,0,0
2012,Bruce Gradkowski,29,Pittsburgh,PA,CIN,QB,2,73,0,Toledo,1/0/1900,6,2006,0,4.59,0,34,107,4.16,7.13
2009,Jalen Parmele,24,Midland,MI,BAL,RB,2,73,224,Toledo,12/30/1985,6,2008,0,4.47,19,34,125,4.29,6.96
2010,Garrett Mills,27,Tulsa,OK,2TM,RB,2,73,230,Tulsa,10/12/1983,4,2006,0,4.64,23,35.5,111,4.06,6.82
2012,Cory Harkey,22,Chicago,IL,STL,TE,2,75,272,UCLA,9/28/1900,0,0,0,5.06,13,26.5,109,4.69,7.4
2010,Matt Willis,26,Dallas,TX,DEN,WR,2,71,185,UCLA,4/13/1984,0,0,0,0,0,0,0,0,0
2007,Tab Perry,25,Wilkes-Barre,PA,CIN,WR,2,75,229,UCLA,1/20/1982,6,2005,0,4.46,0,34,116,0,7.01
2008,Chauncey Washington,23,Torrance,CA,JAX,RB,2,73,221,USC,4/29/1985,7,2008,0,0,0,0,0,0,0
2007,Chris McFoy,24,Chino,CA,OAK,WR,2,74,200,USC,8/14/1983,0,0,0,0,0,0,0,0,0
2008,Fred Davis,22,Toledo,OH,WAS,TE,2,75,250,USC,1/15/1986,2,2008,0,0,0,0,0,0,0
2013,Matt Barkley,23,0,,PHI,QB,2,75,227,USC,1/0/1900,4,2013,30,4.91,0,0,0,0,0
2006,Matt Cassel,24,Northridge,CA,NWE,QB,2,77,0,USC,5/17/1982,7,2005,0,0,0,0,0,0,0
2003,Sultan McCullough,23,Pasadena,CA,WAS,RB,2,73,197,USC,2/12/1980,0,0,0,4.49,0,0,0,0,0
2011,David Reed,24,Dubuque,IA,BAL,WR,2,73,188,Utah,3/22/1987,5,2010,0,4.56,15,37,114,4.38,6.95
2010,David Reed,23,Dubuque,IA,BAL,WR,2,73,188,Utah,3/22/1987,5,2010,0,4.56,15,37,114,4.38,6.95
2003,Kevin Dyson,28,Logan,UT,CAR,WR,2,73,208,Utah,6/23/1975,1,1998,0,0,0,0,0,0,0
1999,Brian Finneran,23,Mission Viejo,CA,PHI,WR,2,77,210,Villanova,1/31/1976,0,0,0,0,0,0,0,0,0
2003,Bill Baber,24,Charlottesville,VA,KAN,TE,2,75,255,Virginia,1/17/1979,5,2001,0,0,0,0,0,0,0
2004,Billy McMullen,24,Richmond,VA,PHI,WR,2,76,210,Virginia,3/8/1980,3,2003,0,0,0,0,0,0,0
2013,Cedric Peerman,27,Lynchburg,VA,CIN,RB,2,69,210,Virginia,10/10/1986,6,2009,0,4.34,27,40,117,4.29,6.99
2011,Cedric Peerman,25,Lynchburg,VA,CIN,RB,2,69,210,Virginia,10/10/1986,6,2009,0,4.34,27,40,117,4.29,6.99
2011,Mike Sellers,36,Frankfurt,Germany,WAS,TE,2,75,260,Walla Walla CC (WA),7/21/1975,0,0,0,0,0,0,0,0,0
2003,Brock Huard,27,Seattle,WA,IND,QB,2,76,0,Washington,4/15/1976,3,1999,25,5.12,30.5,30.5,107,4.44,7.44
2009,Isaiah Stanback,25,Seattle,WA,NWE,QB,2,75,216,Washington,8/16/1984,4,2007,0,0,0,0,0,0,0
2008,Isaiah Stanback,24,Seattle,WA,DAL,QB,2,75,216,Washington,8/16/1984,4,2007,0,0,0,0,0,0,0
2003,Kevin Ware,23,San Diego,CA,WAS,TE,2,75,259,Washington,9/30/1980,0,0,0,4.79,34,34,110,4.47,7.52
2009,Marcel Reece,24,Los Angeles County,CA,OAK,TE,2,75,240,Washington,6/23/1985,0,0,0,0,0,0,0,0,0
2005,Mark Bruener,33,Olympia,WA,HOU,TE,2,76,260,Washington,9/16/1972,1,1995,0,0,0,0,0,0,0
1999,Kevin McKenzie,24,Los Angeles,CA,MIA,WR,2,69,187,Washington St.,9/20/1975,0,0,0,0,0,0,0,0,0
2001,Mark Rypien,39,Calgary,Canada,IND,QB,2,76,231,Washington St.,10/2/1962,6,1986,0,0,0,0,0,0,0
1999,Alfred Pupunu,30,0,,SDG,TE,2,74,260,Weber St.,1/0/1900,0,0,0,0,0,0,0,0,0
2005,Amos Zereoue,29,0,,NWE,RB,2,68,212,West Virginia,1/0/1900,3,1999,0,4.53,0,0,0,4.09,0
2002,Curtis Keaton,26,Columbus,OH,NOR,RB,2,70,220,West Virginia,10/18/1976,4,2000,0,4.41,41.5,41.5,131,3.93,6.82
2000,Curtis Keaton,24,Columbus,OH,CIN,RB,2,70,220,West Virginia,10/18/1976,0,2000,0,4.41,41.5,41.5,131,3.93,6.82
2001,James Jett,31,Charles Town,WV,OAK,WR,2,70,165,West Virginia,12/28/1970,0,0,0,0,0,0,0,0,0
2006,Jerry Porter,28,Washington,DC,OAK,WR,2,74,220,West Virginia,7/14/1978,2,2000,0,0,0,0,0,0,0
2006,Kay-Jay Harris,27,Tampa,FL,STL,RB,2,73,229,West Virginia,3/27/1979,0,0,0,4.56,0,38,122,4.1,7.22
2001,Jake Moreland,24,Milwaukee,WI,CLE,RB,2,75,255,West. Michigan,1/18/1977,0,0,0,0,0,0,0,0,0
2001,Ahmad Merritt,24,Chicago,IL,CHI,WR,2,70,195,Wisconsin,2/5/1977,0,0,0,0,0,0,0,0,0
2011,Chris Pressley,25,Woodbury,NJ,CIN,RB,2,12,257,Wisconsin,8/8/1986,0,0,0,0,0,0,0,0,0
2011,Garrett Graham,25,Brick,NJ,HOU,TE,2,75,245,Wisconsin,8/4/1986,4,2010,0,4.71,20,34.5,112,4.35,7.09
2010,Michael Bennett,32,Milwaukee,WI,OAK,RB,2,69,211,Wisconsin,8/13/1978,1,2001,0,5,24,31,110,0,0
2003,Chris Hetherington,31,North Branford,CT,OAK,RB,2,75,245,Yale,11/27/1972,0,0,0,0,0,0,0,0,0
2006,Nate Lawrie,25,Indianapolis,IN,NOR,TE,2,79,256,Yale,10/7/1981,6,2004,0,4.87,23,34,117,4.12,6.71
2004,Nate Lawrie,23,Indianapolis,IN,TAM,TE,2,79,256,Yale,10/7/1981,6,0,0,4.87,23,34,117,4.12,6.71
2013,Armond Smith,27,Stone Mountain,GA,CAR,RB,1,69,194,#REF!,5/7/1986,0,0,0,0,0,0,0,0,0
2013,Henry Hynoski,25,Ellysburg,PA,NYG,TE,1,74,260,#REF!,12/30/1988,0,0,0,5.06,24,30.5,111,0,0
2013,Kevin Cone,25,0,,ATL,WR,1,74,207,#REF!,1/0/1900,0,0,0,0,0,0,0,0,0
2001,Jamie Reader,27,Washington,DC,PHI,RB,1,73,238,Akron,5/4/1974,0,0,0,0,0,0,0,0,0
2001,Howard Cross,34,Huntsville,AL,NYG,TE,1,77,270,Alabama,8/8/1967,6,1989,0,0,0,0,0,0,0
1999,Kris Mangum,26,Magee,MS,CAR,TE,1,76,249,Alabama,8/15/1973,7,0,0,0,0,0,0,0,0
2008,Tim Castille,24,Phenix City,AL,ARI,RB,1,71,242,Alabama,5/29/1984,0,0,0,0,0,0,0,0,0
2011,Emmanuel Arceneaux,24,Alexandria,VA,MIN,WR,1,74,215,Alcorn St.,9/17/1987,0,0,0,0,0,0,0,0,0
2000,Chris Brazzell,24,Fort Worth,TX,DAL,WR,1,74,193,Angelo State (TX),5/22/1976,0,1998,0,0,0,0,0,0,0
2000,Shockmain Davis,23,Port Arthur,TX,NWE,WR,1,73,205,Angelo State (TX),8/20/1977,0,0,0,0,0,0,0,0,0
2013,Armanti Edwards,25,Greenwood,SC,2TM,WR,1,71,191,#REF!,3/8/1988,3,2010,0,0,0,0,0,0,0
2011,Armanti Edwards,23,Greenwood,SC,CAR,WR,1,12,191,Appalachian St.,3/8/1988,3,0,0,0,0,0,0,0,0
2010,Armanti Edwards,22,Greenwood,SC,CAR,WR,1,71,191,Appalachian St.,3/8/1988,3,0,0,0,0,0,0,0,0
2004,Andrae Thurman,24,Houston,TX,GNB,WR,1,71,192,Arizona,10/25/1980,0,0,0,4.54,0,34.5,121,4.33,7.32
2009,Brandon Manumaleuna,29,Torrance,CA,SDG,TE,1,74,288,Arizona,1/4/1980,4,2001,0,4.99,0,30,106,4.26,7.49
2012,Chris Gronkowski,26,Buffalo,NY,DEN,RB,1,74,239,Arizona,8/26/1900,0,0,0,0,0,0,0,0,0
2007,Mike Bell,24,Denver,CO,DEN,RB,1,73,215,Arizona,4/23/1983,0,0,0,4.6,19,31.5,112,4.24,7.17
2000,Trung Canidate,23,Phoenix,AZ,STL,RB,1,71,205,Arizona,3/3/1977,1,2000,0,4.41,0,0,0,0,0
2002,J.R. Redmond,25,Los Angeles,CA,NWE,RB,1,71,215,Arizona St.,9/28/1977,3,2000,0,4.48,32.5,32.5,121,0,0
2010,Kyle Williams,22,San Jose,CA,SFO,WR,1,70,185,Arizona St.,7/19/1988,6,2010,0,4.4,11,33,118,4.19,7
2000,Lenzie Jackson,23,Milpitas,CA,CLE,WR,1,73,184,Arizona St.,6/17/1977,0,0,0,4.84,35,35,115,4.29,7.32
2002,Stephen Trejo,25,Mesa,AZ,DET,RB,1,74,254,Arizona St.,11/20/1977,0,0,0,0,0,0,0,0,0
2009,Terrelle Smith,31,West Covina,CA,DET,RB,1,73,246,Arizona St.,3/12/1978,4,2000,0,5,19,32.5,109,4.85,8.38
